Gadget Type,Gender,Language,Product Name,Opinion,Sentiment
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"This Wi-Fi Indoor 360 Degree Security Camera is a top-notch choice for home security.its connect easy with mobile .The two-way talk feature is excellent for communication, and the motion and sound detection enhances security by alerting you to any unusual activity. Easy to install and user-friendly, this camera offers reliable performance and peace of mind. Its sleek white design also blends well with any home decor.",Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Good,Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"I bought six of these. Produce good images but cameras disconnect randomly and you have to unplug and replug to restart the camera. Now imagine doing that when it's installed on the ceiling. App works well but only on the mobile phone. There's no way to view the camera stream on desptop or laptop (PC/Mac) or using an internet browser. Live stream stops after a minute or so on mobile phone and you've to restart it. Philips needs to address these issues. There are better, more workable and versatile options available.",Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,I have recently purchase the product and while installation we noticed that the folder which needs to be placed below the camera to hand on the ceiling is not there in the boxIn the absence of this we are not able to use the productLook forward to the helpThanks,Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,We trust Philips for its quality and a brand trust. Overall this is a great product. I ordered the same product thrice.,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Nicely build camera and the set-up process is very smooth.The mobile app to watch the video is very simple and user friendly to set up. Night vision is also very clear.I like the siren feature most which is missing in other brands. cloud storage is also available with the app.so far its seems worth buying.,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,How to connect single camera to more mobile.,Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Best quality camera night vision very nice and smoothness and easy to use and value for money product best camera in Philips,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Initially learning is issue.Then afterwards it is very easy to use.Thanks very good productWe ordered for to look after my kid.,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"Well, it works. Android sign-up was fast, and the device operates fine. After logging out and removing the device from my android account, I tried logging in with a new IOS device and the app just hangs. Doesn't go past the log-in screen.",Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Im very happy with this product.We can use anywhere and see it.Good quality of making,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"Excellant product must buy , value for money, operationally easy, clarity good, crisp picture quality, amazing AI effects to complete product",Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Best,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"This camera does its job very well, it can be controlled and rotated thru app, image and video quality is very good, it works great even in dark, installation was very easy jut follow quick start guide. It's value for money. From reputed non Chinese brand you can trust on. Highly recommended.",Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"Camera quality good, But the mobile application is too slow.",Neutral
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Reviewed in India on 27 April 2024This camera is really easy to install. I am very happy with the picture quality and connectivity. 360 degree view of the camera is great.Night vision quality is also nice. I have no problem with this camera.Motion detection and Sound Detection is working as expected.,Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,"This is a very nice product, with crystal clear images and nice audio.",Positive
CCTV Camera,Male,English,PHILIPS 3MP Wi-Fi Indoor 360 Degree Security Camera,Nice,Neutral
Accessories,Male,English,Samsung Galaxy Buds2 Pro,Value for money,Neutral
Accessories,Male,English,Samsung Galaxy Buds2 Pro,"Buds2 pro connect to moto edge30ultra in LE audio mode - 24 bit LC3 codec, which is supported but if anc is off it makes stuttering sparking sound in both buds, also buds connect to Bluetooth as 2 seperate devices in group, HD audio - aac codec mode worked ok-no disturbing sounds. Bluetooth 5.3 might fix the issue or maybe a Samsung flagship phone. Compatibility is not great, comfortable, durable, in hand feel is great but doesn't feel the value for money.",Negative
Accessories,Male,English,Samsung Galaxy Buds2 Pro,Product was good,Neutral
Accessories,Male,English,Samsung Galaxy Buds2 Pro,"I got these buds for 8k in the sale, first thing the sound quality is so good 24 bit audio, most comfortable buds I've ever used. Anc is Excellent ambient mode is good, additional samsung features like double tap the edge for volume is very good there's just one con in these buds the battery just lasts 5 hrs on single charge if you cam get these under 8k just buy it there so worth it",Positive
Accessories,Male,English,Samsung Galaxy Buds2 Pro,Best sound experience with apple music. U need a android 1time for fo setup features,Positive
Accessories,Male,English,Samsung Galaxy Buds2 Pro,"Hello everyone. The quality of the product pleased. I was worried about the originality of the product, but everything is super. Everything is original, the connection to wearable was successful, all functions in the application work. Thanks to India, from Kazakhstan and Russia.",Positive
Accessories,Male,English,Samsung Galaxy Buds2 Pro,Sound â˜†â˜†â˜†â˜†â˜†Comfort â˜†â˜†â˜†â˜†â˜†Bass â˜†â˜†â˜†â˜†â˜†Anc â˜†â˜†â˜†â˜†â˜†Design â˜†â˜†â˜†â˜†â˜†Mic â˜†â˜†â˜†â˜†Battery â˜†â˜†â˜†â˜†Charging â˜†â˜†â˜†â˜†Gaming â˜†â˜†â˜†â˜†,Neutral
Accessories,Male,English,Samsung Galaxy Buds2 Pro,Go for it,Neutral
Accessories,Male,English,Samsung Galaxy Buds2 Pro,Is gadhe Samsung ko headphone me 3d ko bhar bhar kar adverte kiya par usko activate karne ke liye Samsung ka mobile lana padega. Or 100% feature use nahi kar sakte to sony kyon na le. I used both sound of sony is also good. And more options are there in similar price.,Neutral
Accessories,Male,English,Samsung Galaxy Buds2 Pro,"I use sansung galaxy s23 mobile, just yesterday I bought this esrbuds , worthy enough with the festival price, one of the best ever earbuds with many features and smooth to wear inside ear , top notch sound quality , 10/10 for all aspects. Buy it and enjoy.",Positive
Accessories,Male,English,Samsung Galaxy Buds2 Pro,"I bought this recently and I enjoy listening music and youtube videos. Fitting is good and they will not fall down.Big issue is while taking calls from outside. Other person can hear my voice clearly. But they also listen a hissing background noice as if I am sitting in a race track. It seems to be problem with noice cancellation software. If your use case include taking calls on road, not recommended.Ambient sound mode is very good. But the ambient boost mode is a crap.",Positive
Accessories,Male,English,Samsung Galaxy Buds2 Pro,Loved the sound signature its just awsome,Positive
Accessories,Male,English,Samsung Galaxy Buds2 Pro,"I already have sony ear buds. After hearing the hypes I ordered this . I usually use for tv audio. Bluetooth connection good. Ear fitting good. Audio anc good with right plug. Audio experience is average. Fitting in the box not easy. We have to maneuver. In sony better audio experience and replacing in the box is so easy, with perfect magnetic fit. May be a better ear buds with samsung phone as other reviews mentioned, I don't have one",Positive
Accessories,Male,English,Samsung Galaxy Buds2 Pro,-,Neutral
Accessories,Male,English,Samsung Galaxy Buds2 Pro,The product is not like a good product but it is not very sweet on other mobiles except samsung mobile and many options are closed.,Negative
Accessories,Male,English,Samsung Galaxy Buds2 Pro,"360Â° spatial sound and 24 bit hd audio is hilighted feachure that will not support in non Samsung phones. That is a big drawback, that's why giving a huge discount.",Neutral
Accessories,Male,English,Samsung Galaxy Buds2 Pro,"I purchased it on 2024 Great Indian Festival [Sept] for 6.5k with bank offer.1st Flagship Earbud of mine, and definitely it's worth for a million. Don't think anything and compare with other product Just Just Just good for it. That's it...",Positive
Accessories,Male,English,Samsung Galaxy Buds2 Pro,"Great sounding ear pieces, so much enjoyable even outdoors. ANC is must have technology.",Positive
Accessories,Male,English,Samsung Galaxy Buds2 Pro,Best earbuds ever had. Best compatible with my S23 Ultra.,Positive
Accessories,Male,English,Samsung Galaxy Buds2 Pro,Too good to get lost !ðŸ˜€,Neutral
Accessories,Male,English,Samsung Galaxy Buds2 Pro,"Using galaxy buds 2 pro for more than 1 weekPros built is good (rubber typ) , features are goodSound quality is (sharp)decent you may like it or may not they also dont have any customisable EqualizerIf your budget is under 10k and want a small rounded design buds would be a great choiceTip : buy under offer or during sale as of now they are under 8.5k",Positive
Accessories,Male,English,Samsung Galaxy Buds2 Pro,"Dolby atoms sound,",Neutral
Accessories,Male,English,Samsung Galaxy Buds2 Pro,"Everything is good but there is something I wanna add specifically. The sibilance..Around 12k to 13.5k the highs, it's very shrill. Even non sibilance words sounds very sharp.Issue is the given Equalizer in Wearable app is bad, and you can use Other Eqs such as Wavelet but they only provide certain bands..I used SoundID paramareic eq to cut those specific frequencys around 3db. It's so much better now..So if you are an Audiophile or a Mix engineer, keep that in mindUpdate, after 2 months.Ig my ears are now adapted to it. It's awesome!!It's too good tbh. Many people say 3d and head tracking is gimmik. No it's not, it's the best thing I have heard and I always use it. It send me to a different dimension. You can hear everything clearly from where it's coming in the mix.I can visualize the stereo field so accurately with 3d audio. It's perfect.The box is not that durable, the matte finish is peeling off already in 2 months :(.",Neutral
